FID,the_geom,fid,country,name,gppd_idnr,capacity_m,latitude,longitude,primary_fu,other_fuel,other_fu_1,other_fu_2,commission,owner,source,url,geolocatio,wepp_id,year_of_ca,generation,generati_1,generati_2,generati_3,generati_4,generati_5,generati_6,generati_7,estimated_,estimate_1,estimate_2,estimate_3,estimate_4,estimate_5,estimate_6,estimate_7,estimate_8,estimate_9
global_power_plants_renewable.24681,POINT (-76.9939 42.8915),24681,United States of America,Strauss CSG,USA0063108,2,42.8915,-76.9939,Solar,,,,2019,Forefront Power  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0.536,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24688,POINT (-75.1445 40.6654),24688,United States of America,Stryker 22  L.L.C.,USA0061891,19.8,40.6654,-75.1445,Storage,,,,2019,Stryker 22  L.L.C.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,-5.761,U.S. Energy Information Administration,0,0,0,0,0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
global_power_plants_renewable.24689,POINT (-74.0467 41.8482),24689,United States of America,Sturgeon,USA0002486,14.4,41.8482,-74.0467,Hydro,,,,1924,Central Hudson Gas & Elec Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15853,2019,38.412,27.549,37.514,32.143,34.202,67.932,58.659,U.S. Energy Information Administration,43.85,48.05,44.26,43.83,37.76,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.24691,POINT (-73.7339 42.3514),24691,United States of America,Stuyvesant Falls,USA0058873,6,42.3514,-73.7339,Hydro,,,,2013,Albany Engineering Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27867,2019,9.309,12.292,9.626,9.564,14.597,19.489,13.141,U.S. Energy Information Administration,15.5,15.01,13.91,18.62,12.92,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.24692,POINT (-82.245 39.9124),24692,United States of America,Suburban Landfill Gas Recovery,USA0057170,5.6,39.9124,-82.245,Waste,,,,2011,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,37.727,31.601,30.114,30.389,29.609,30.669,30.541,U.S. Energy Information Administration,0,0,0,0,1.01,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24693,POINT (-71.385 42.3639),24693,United States of America,Sudbury Landfill,USA0058839,1.3,42.3639,-71.385,Solar,,,,2014,Solar Sudbury One LF LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,1.975,1.957,1.995,2.041,1.915,1.733,1.854,U.S. Energy Information Administration,0,1.75,2,1.95,1.79,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24694,POINT (-73.192 43.833),24694,United States of America,Sudbury Solar,USA0060344,2,43.833,-73.192,Solar,,,,2016,Ecos Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,2.105,3.112,3.032,3.216,U.S. Energy Information Administration,0,0,0,0,2.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.24697,POINT (-74.9765 44.6422),24697,United States of America,Sugar Island,USA0002616,4,44.6422,-74.9765,Hydro,,,,1924,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27869,2019,30.902,27.029,25.233,24.373,31.828,24.463,28.282,U.S. Energy Information Administration,17.82,18.01,16,16.97,16.06,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.24699,POINT (-73.8485 42.8226),24699,United States of America,Sugarhill Road - Solitude Solar CSG,USA0062788,5,42.8226,-73.8485,Solar,,,,2019,Standard Solar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0.846,U.S. Energy Information Administration,0,0,0,0,8.14,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24702,POINT (-74.7081 41.7966),24702,United States of America,Sullivan County - Adult Care Solar,USA0060817,2,41.7966,-74.7081,Solar,,,,2017,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,1.591,1.049,2.427,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24703,POINT (-70.9564 41.655),24703,United States of America,Sullivan Solar,USA0059465,1.5,41.655,-70.9564,Solar,,,,2014,DESRI V Mass Solar Holdco  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0.592,2.309,2.279,2.041,2.33,2.255,U.S. Energy Information Administration,0,0,2.52,2.39,2.41,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24713,POINT (-74.3536 40.5003),24713,United States of America,Summit Associates,USA0057726,1.9,40.5003,-74.3536,Solar,,,,2012,Public Service Elec & Gas Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,2.451,2.563,2.59,2.563,2.387,2.185,2.488,U.S. Energy Information Administration,2.91,2.91,3.04,2.84,2.58,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24715,POINT (-74.8018 39.9873),24715,United States of America,Summit Water Nexus Mt. Holly  LLC Solar,USA0060809,1,39.9873,-74.8018,Solar,,,,2013,Summit Water Nexus  Mount Holly  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,1.587,1.444,1.344,1.552,U.S. Energy Information Administration,0,1.63,1.63,1.56,1.54,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24743,POINT (-72.49 43.79),24743,United States of America,SunGen Sharon 1 LLC,USA0058541,1.8,43.79,-72.49,Solar,,,,2012,SunGen Sharon 1 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,65729,2019,5.126,0,2.86,1.769,2.648,2.548,2.698,U.S. Energy Information Administration,2.24,2.36,2.51,2.41,2.36,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24744,POINT (-72.5399 42.4291),24744,United States of America,Sunderland Solar PV,USA0062090,1.1,42.4291,-72.5399,Solar,,,,2018,NSTAR Electric Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0.163,1.61,U.S. Energy Information Administration,0,0,0,0,1.79,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24748,POINT (-73.9816 41.4946),24748,United States of America,Sunlight Beacon,USA0061922,2,41.4946,-73.9816,Solar,,,,2018,BQ Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,1.525,3.318,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24762,POINT (-76.8825 40.7952),24762,United States of America,Susquehanna University Solar,USA0061914,3,40.7952,-76.8825,Solar,,,,2018,Terraform Arcadia,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0.812,4.715,U.S. Energy Information Administration,0,0,0,0,4.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24763,POINT (-72.7711 40.9281),24763,United States of America,Sutter Greenworks LLC,USA0059274,5,40.9281,-72.7711,Solar,,,,2015,Sustainable Power Group  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0.608,9.499,8.788,8.821,9.087,U.S. Energy Information Administration,0,0,0,8.32,8.21,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24764,POINT (-71.6977 42.1024),24764,United States of America,Sutton Solar CSG,USA0060878,1.9,42.1024,-71.6977,Solar,,,,2016,Sutton Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0.162,3.068,3.01,3.135,U.S. Energy Information Administration,0,0,0,0,2.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.24782,POINT (-74.7828 41.5717),24782,United States of America,Swinging Bridge 2,USA0002634,8,41.5717,-74.7828,Hydro,,,,1951.15,Eagle Creek RE LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29083,2019,7.893,9.047,6.675,5.942,10.908,20.819,11.951,U.S. Energy Information Administration,20.99,18.78,12.48,17.07,15.38,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.24785,POINT (-72.9389 42.2131),24785,United States of America,Syncarpha Blandford Hybrid CSG,USA0062975,4.9,42.2131,-72.9389,Solar,,,,2020,Syncarpha Blandford  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0,U.S. Energy Information Administration,0,0,0,0,7.98,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24790,POINT (-70.7865 41.7689),24790,United States of America,Syncarpha Freetown,USA0061097,3.9,41.7689,-70.7865,Solar,,,,2016,Marie's Way Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0.45,6.452,6.322,6.81,U.S. Energy Information Administration,0,0,0,0,6.11,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.24791,POINT (-73.3361 42.433),24791,United States of America,Syncarpha Hancock I CSG,USA0061769,2,42.433,-73.3361,Solar,,,,2017,Syncarpha Hancock I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0.068,2.597,3.051,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24792,POINT (-73.347 42.4269),24792,United States of America,Syncarpha Hancock II CSG,USA0061770,2,42.4269,-73.347,Solar,,,,2017,Syncarpha Hancock II  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0.133,2.595,3.101,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24793,POINT (-73.3326 42.4281),24793,United States of America,Syncarpha Hancock III CSG,USA0061771,1,42.4281,-73.3326,Solar,,,,2017,Syncarpha Hancock III  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0.085,1.397,1.541,U.S. Energy Information Administration,0,0,0,0,1.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24794,POINT (-72.3095 42.2228),24794,United States of America,Syncarpha Palmer  LLC,USA0060056,4.8,42.2228,-72.3095,Solar,,,,2016,Syncarpha Palmer  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0.068,8.274,7.421,7.219,7.576,U.S. Energy Information Administration,0,0,0,0,7,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.24796,POINT (-71.6415 42.4207),24796,United States of America,Syncarpha Still River  LLC CSG,USA0061774,2,42.4207,-71.6415,Solar,,,,2017,Syncarpha Still River  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,3.287,3.374,3.598,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24797,POINT (-76.9734 38.7721),24797,United States of America,Synergen Panorama  LLC CSG,USA0062327,5,38.7721,-76.9734,Solar,,,,2019,Nautilus Solar Solutions,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,4.546,U.S. Energy Information Administration,0,0,0,0,8.14,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24798,POINT (-78.055 42.8289),24798,United States of America,Synergy Biogas,USA0058399,1.4,42.8289,-78.055,Biomass,,,,2012,CH4 Biogas LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,9.587,7.608,5.82,3.722,4.993,3.124,0.424,U.S. Energy Information Administration,0,0,0,0,0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
global_power_plants_renewable.24809,POINT (-76.1616 40.1985),24809,United States of America,TPE Pennsylvania Solar 1  LLC,USA0062686,3.6,40.1985,-76.1616,Solar,,,,2019,Alchemy Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,1.532,U.S. Energy Information Administration,0,0,0,0,5.86,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24819,POINT (-72.0458 41.5725),24819,United States of America,Taftville,USA0000554,1.6,41.5725,-72.0458,Hydro,,,,1927.125,FirstLight Power Resources Services LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17288,2019,3.915,5.042,4.144,3.394,5.719,7.193,4.951,U.S. Energy Information Administration,4.61,5.25,5.9,5.78,5.31,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.24823,POINT (-75.3083 44.3083),24823,United States of America,Talcville,USA0007583,1.1,44.3083,-75.3083,Hydro,,,,1986,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27868,2019,0.617,3.389,2.618,2.682,5.935,3.936,4.908,U.S. Energy Information Administration,4.17,4.67,4.23,4.25,4.14,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.24830,POINT (-73.11 42.252),24830,United States of America,Tanglewood Circle Solar 1 LLC,USA0062583,5,42.252,-73.11,Solar,,,,2018,Tanglewood Circle Solar 1 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0.2,7.09,U.S. Energy Information Administration,0,0,0,0,8.14,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24831,POINT (-75.6131 43.98),24831,United States of America,Tannery Island Power,USA0050416,1.5,43.98,-75.6131,Hydro,,,,1986,Ampersand Tannery Island Hydro  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26616,2019,7.463,7.812,6.399,6.85,9.319,6.598,6.109,U.S. Energy Information Administration,6.5,6.71,5.76,6.53,5.59,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.24832,POINT (-75.5346 43.239),24832,United States of America,Tannery Road Landfill,USA0060677,2,43.239,-75.5346,Solar,,,,2016,Tannery Road Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69788,2019,0,0,0,1.139,2.904,2.294,2.608,U.S. Energy Information Administration,0,0,0,0,2.14,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.24847,POINT (-75.3219 43.927),24847,United States of America,Taylorville,USA0002617,4,43.927,-75.3219,Hydro,,,,1916.5,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27866,2019,24.661,28.791,19.79,21.634,22.56,25.487,30.592,U.S. Energy Information Administration,16.15,16.98,14.84,16.62,15.78,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.24850,POINT (-72.5658 42.8761),24850,United States of America,Technology Drive Solar,USA0058964,2,42.8761,-72.5658,Solar,,,,2014,WE 90 Technology Drive LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0.478,2.838,3.184,2.829,2.698,2.704,U.S. Energy Information Administration,0,0,2.78,3,2.73,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24861,POINT (-75.9252 40.4235),24861,United States of America,Temple Solar Arrays,USA0060848,2.2,40.4235,-75.9252,Solar,,,,2011,UGI Energy Services  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66412,2019,0,0,0,3.206,2.96,2.737,3.018,U.S. Energy Information Administration,3.25,3.29,3.42,3.1,2.93,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24862,POINT (-72.0673 42.5212),24862,United States of America,Templeton,USA0059731,3,42.5212,-72.0673,Solar,,,,2015,Sunny Templeton  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0.041,4.971,5.484,4.924,4.73,4.062,U.S. Energy Information Administration,0,0,0,4.71,4.02,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24866,POINT (-72.0509 41.539),24866,United States of America,Tenth Street,USA0000583,1.4,41.539,-72.0509,Hydro,,,,1967,City of Norwich - (CT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28463,2019,2.6413,2.1443,1.3306,2.2869,4.348,2.618,3.9778,U.S. Energy Information Administration,5.17,4.93,4.7,5.17,4.72,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.24878,POINT (-72.8596 42.2214),24878,United States of America,Texon Hydroelectric Project,USA0061640,1.5,42.2214,-72.8596,Hydro,,,,1982,Hitchcock Hydro  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,4.16,6.267,5.36,U.S. Energy Information Administration,4.96,5.68,4.76,4.93,4.36,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.24880,POINT (-74.9977 39.505),24880,United States of America,The City of Vineland at North Vineland,USA0057746,2.3,39.505,-74.9977,Solar,,,,2011,Constellation Solar New Jersey  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63132,2019,3.788,3.989,4.062,3.971,3.901,5.68,6.121,U.S. Energy Information Administration,3.51,3.54,3.54,3.27,3.22,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24881,POINT (-75.07 39.4624),24881,United States of America,The City of Vineland at West Vineland,USA0057745,3.7,39.4624,-75.07,Solar,,,,2011,Constellation Solar New Jersey  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63140,2019,6.676,6.631,6.587,6.387,6.335,3.724,3.891,U.S. Energy Information Administration,5.52,5.7,5.81,5.33,5.11,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24882,POINT (-76.2013 39.4721),24882,United States of America,The Clorox Company,USA0060461,1.6,39.4721,-76.2013,Solar,,,,2016,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0.976,2.568,2.529,2.02,U.S. Energy Information Administration,0,0,0,0,2.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.24884,POINT (-74.7221 40.3014),24884,United States of America,The Lawrenceville School Solar Facility,USA0058356,5.2,40.3014,-74.7221,Solar,,,,2012,CVI CleanCapital Solar 4 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,62422,2019,8.913,8.8951,9.204,9.255,8.629,8.075,8.724,U.S. Energy Information Administration,8.26,8.26,8.64,8.32,7.79,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24885,POINT (-71.8 42.5),24885,United States of America,Theodore Drive Community Solar,USA0061296,1.5,42.5,-71.8,Solar,,,,2018,Theodore Drive Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,2.175,2.425,U.S. Energy Information Administration,0,0,0,0,2.44,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24886,POINT (-75.7952 44.2174),24886,United States of America,Theresa Plant,USA0010539,1.3,44.2174,-75.7952,Hydro,,,,1928.5385,CHI Energy Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27863,2019,7.623,7.491,6.273,6.086,8.779,5.835,5.945,U.S. Energy Information Administration,4.46,5.02,4.67,4.53,4.7,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.24889,POINT (-74.6295 40.5737),24889,United States of America,Thermo Fisher,USA0063404,1.5,40.5737,-74.6295,Solar,,,,2013,GSRP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,1.81,U.S. Energy Information Administration,0,0,0,0,2.44,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24907,POINT (-71.5174 41.999),24907,United States of America,Thundermist Hydro,USA0054688,1.2,41.999,-71.5174,Hydro,,,,1981,Woonsocket City of,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,56461,2019,0,0,0,0,0,0,0,,3.28,3.31,2.78,3.61,2.86,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.24911,POINT (-72.5074 41.8215),24911,United States of America,Ticket Network South Windsor,USA0063354,1,41.8215,-72.5074,Solar,,,,2018,EnterSolar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,1.026,U.S. Energy Information Administration,0,0,0,0,1.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24916,POINT (-70.7233 41.7875),24916,United States of America,Tihonet Solar,USA0058749,1,41.7875,-70.7233,Solar,,,,2014,Consolidated Edison Solutions Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,1.7701,1.796,1.712,1.663,1.779,U.S. Energy Information Administration,0,0,1.66,1.62,1.58,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24919,POINT (-75.0148 39.7602),24919,United States of America,Timber Creek HS,USA0060771,1.3,39.7602,-75.0148,Solar,,,,2014,GSRP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,1.727,1.539,1.525,1.651,U.S. Energy Information Administration,0,0,2.07,1.96,1.97,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24921,POINT (-77.3753 42.3374),24921,United States of America,Time Warner Cable - Knowles,USA0060904,2,42.3374,-77.3753,Solar,,,,2018,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,1.346,2.195,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24922,POINT (-75.4305 43.1837),24922,United States of America,Time Warner Cable Enterprises - Martino,USA0061577,2,43.1837,-75.4305,Solar,,,,2018,AES Distributed Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0.92,2.878,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24925,POINT (-74.0842 40.2639),24925,United States of America,Tinton Falls Solar Farm,USA0058483,16,40.2639,-74.0842,Solar,,,,2012,Tinton Falls Solar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66074,2019,26.356,24.953,25.113,27.026,24.9124,24.989,22.813,U.S. Energy Information Administration,26.85,26.31,27.85,26.03,25.32,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24926,POINT (-74.4758 40.8153),24926,United States of America,Tioga Solar Morris County 1 LLC,USA0058917,1,40.8153,-74.4758,Solar,,,,2011,Nautilus Solar Solutions,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,1.875,1.511,1.564,1.855,1.367,1.393,1.449,U.S. Energy Information Administration,1.49,1.39,1.48,1.51,1.35,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
